assay,xponent_id,net_mfi,sample_type,standard_expected_concentration,units,bead_count,file_name
FLT3LG,RC16,403.083333333333,sample,NA,NA,61,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
FLT3LG,RC16,362.083333333333,sample,NA,NA,86,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
HGF,RC16,248.333333333333,sample,NA,NA,49,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
HGF,RC16,263.333333333333,sample,NA,NA,65,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
HGF,RC16,249.333333333333,sample,NA,NA,44,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL1R2,RC16,5797.83333333333,sample,NA,NA,78,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL1R2,RC16,5874.83333333333,sample,NA,NA,95,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL1R2,RC16,5851.83333333333,sample,NA,NA,67,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL1R2,RC16,5832.83333333333,sample,NA,NA,79,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL6,RC16,18.6666666666667,sample,NA,NA,83,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL6,RC16,24.6666666666667,sample,NA,NA,74,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL6,RC16,18.1666666666667,sample,NA,NA,58,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
IL6,RC16,20.6666666666667,sample,NA,NA,83,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC1,RC16,27581.75,sample,NA,NA,94,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC1,RC16,28987.75,sample,NA,NA,82,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC1,RC16,27982.25,sample,NA,NA,71,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC1,RC16,26427.25,sample,NA,NA,87,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC16,RC16,21,sample,NA,NA,59,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC16,RC16,35,sample,NA,NA,79,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC16,RC16,25,sample,NA,NA,53,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
MUC16,RC16,35,sample,NA,NA,79,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
OPN,RC16,3415.33333333333,sample,NA,NA,85,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
OPN,RC16,3177.83333333333,sample,NA,NA,64,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
OPN,RC16,3757.33333333333,sample,NA,NA,41,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
OPN,RC16,3437.83333333333,sample,NA,NA,84,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
KLK3,RC16,3676.83333333333,sample,NA,NA,71,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
KLK3,RC16,3919.83333333333,sample,NA,NA,72,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
KLK3,RC16,3259.83333333333,sample,NA,NA,53,20220317_GammaLot_QC_Panel1_Plate2_20220318_151455.csv
